Date and Time,Type:,Fixture ID:,Measurement:
26/06/2021 10.51.05,Height (mm)                   ,64,"447,00"
26/06/2021 10.49.00,Height (mm)                   ,55,"605,00"
26/06/2021 10.47.08,Height (mm)                   ,46,"543,00"
26/06/2021 10.45.01,Height (mm)                   ,37,"330,00"
26/06/2021 10.42.54,Height (mm)                   ,28,"604,00"
26/06/2021 10.40.50,Height (mm)                   ,19,"602,00"
26/06/2021 10.38.30,Height (mm)                   ,10,"577,00"
26/06/2021 10.37.06,Height (mm)                   ,1,"460,00"
26/06/2021 10.34.07,Height (mm)                   ,110,"359,00"
26/06/2021 10.32.15,Height (mm)                   ,101,"587,00"
26/06/2021 10.30.10,Height (mm)                   ,92,"547,00"
26/06/2021 10.28.03,Height (mm)                   ,83,"546,00"
26/06/2021 10.26.08,Height (mm)                   ,74,"508,00"
26/06/2021 10.24.04,Height (mm)                   ,65,"513,00"
26/06/2021 10.22.11,Height (mm)                   ,56,"413,00"
26/06/2021 10.20.06,Height (mm)                   ,47,"577,00"
26/06/2021 10.18.13,Height (mm)                   ,38,"395,00"
26/06/2021 10.16.09,Height (mm)                   ,29,"570,00"
26/06/2021 10.14.03,Height (mm)                   ,20,"349,00"
26/06/2021 10.11.43,Height (mm)                   ,11,"590,00"
26/06/2021 10.10.18,Height (mm)                   ,2,"495,00"
26/06/2021 10.07.20,Height (mm)                   ,111,"355,00"
26/06/2021 10.05.15,Height (mm)                   ,102,"543,00"
26/06/2021 10.03.10,Height (mm)                   ,93,"341,00"
26/06/2021 10.01.05,Height (mm)                   ,84,"479,00"
26/06/2021 09.58.58,Height (mm)                   ,75,"554,00"
26/06/2021 09.56.54,Height (mm)                   ,66,"606,00"
26/06/2021 09.54.49,Height (mm)                   ,57,"465,00"
26/06/2021 09.52.42,Height (mm)                   ,48,"606,00"
26/06/2021 09.50.34,Height (mm)                   ,39,"564,00"
26/06/2021 09.48.41,Height (mm)                   ,30,"539,00"
26/06/2021 09.46.49,Height (mm)                   ,21,"505,00"
26/06/2021 09.44.29,Height (mm)                   ,12,"604,00"
26/06/2021 09.43.06,Height (mm)                   ,3,"470,00"
26/06/2021 09.40.06,Height (mm)                   ,112,"414,00"
26/06/2021 09.38.03,Height (mm)                   ,103,"552,00"
26/06/2021 09.36.10,Height (mm)                   ,94,"460,00"
26/06/2021 09.34.16,Height (mm)                   ,85,"579,00"
26/06/2021 09.32.11,Height (mm)                   ,76,"517,00"
26/06/2021 09.30.06,Height (mm)                   ,67,"605,00"
26/06/2021 09.27.59,Height (mm)                   ,58,"478,00"
26/06/2021 09.25.52,Height (mm)                   ,49,"605,00"
26/06/2021 09.23.45,Height (mm)                   ,40,"554,00"
26/06/2021 09.21.52,Height (mm)                   ,31,"606,00"
26/06/2021 09.20.00,Height (mm)                   ,22,"492,00"
26/06/2021 09.17.40,Height (mm)                   ,13,"604,00"
26/06/2021 09.16.15,Height (mm)                   ,4,"379,00"
26/06/2021 09.13.16,Height (mm)                   ,113,"394,00"
26/06/2021 09.11.27,Height (mm)                   ,104,"548,00"
26/06/2021 09.09.20,Height (mm)                   ,95,"607,00"
26/06/2021 09.07.28,Height (mm)                   ,86,"349,00"
26/06/2021 09.05.24,Height (mm)                   ,77,"604,00"
26/06/2021 09.03.18,Height (mm)                   ,68,"423,00"
26/06/2021 09.01.12,Height (mm)                   ,59,"442,00"
26/06/2021 08.59.05,Height (mm)                   ,50,"596,00"
26/06/2021 08.57.13,Height (mm)                   ,41,"586,00"
26/06/2021 08.55.17,Height (mm)                   ,32,"602,00"
26/06/2021 08.53.25,Height (mm)                   ,23,"335,00"
26/06/2021 08.51.04,Height (mm)                   ,14,"600,00"
26/06/2021 08.49.40,Height (mm)                   ,5,"599,00"
26/06/2021 08.46.42,Height (mm)                   ,114,"417,00"
26/06/2021 08.44.51,Height (mm)                   ,105,"605,00"
26/06/2021 08.42.58,Height (mm)                   ,96,"496,00"
26/06/2021 08.41.03,Height (mm)                   ,87,"602,00"
26/06/2021 08.39.09,Height (mm)                   ,78,"604,00"
26/06/2021 08.37.04,Height (mm)                   ,69,"491,00"
26/06/2021 08.35.13,Height (mm)                   ,60,"581,00"
26/06/2021 08.33.19,Height (mm)                   ,51,"606,00"
26/06/2021 08.31.25,Height (mm)                   ,42,"603,00"
26/06/2021 08.29.17,Height (mm)                   ,33,"547,00"
26/06/2021 08.27.12,Height (mm)                   ,24,"484,00"
26/06/2021 08.24.53,Height (mm)                   ,15,"367,00"
26/06/2021 08.23.27,Height (mm)                   ,6,"428,00"
26/06/2021 08.20.28,Height (mm)                   ,115,"405,00"
26/06/2021 08.18.26,Height (mm)                   ,106,"588,00"
26/06/2021 08.16.20,Height (mm)                   ,97,"571,00"
26/06/2021 08.14.26,Height (mm)                   ,88,"547,00"
26/06/2021 08.12.18,Height (mm)                   ,79,"401,00"
26/06/2021 08.10.27,Height (mm)                   ,70,"462,00"
26/06/2021 08.08.21,Height (mm)                   ,61,"605,00"
26/06/2021 08.06.25,Height (mm)                   ,52,"425,00"
26/06/2021 08.04.21,Height (mm)                   ,43,"604,00"
26/06/2021 08.02.14,Height (mm)                   ,34,"525,00"
26/06/2021 08.00.19,Height (mm)                   ,25,"605,00"
26/06/2021 07.58.01,Height (mm)                   ,16,"484,00"
26/06/2021 07.56.36,Height (mm)                   ,7,"606,00"
26/06/2021 07.53.36,Height (mm)                   ,116,"606,00"
26/06/2021 07.51.44,Height (mm)                   ,107,"606,00"
26/06/2021 07.49.39,Height (mm)                   ,98,"566,00"
26/06/2021 07.47.33,Height (mm)                   ,89,"413,00"
26/06/2021 07.45.39,Height (mm)                   ,80,"526,00"
26/06/2021 07.43.32,Height (mm)                   ,71,"497,00"
26/06/2021 07.41.39,Height (mm)                   ,62,"525,00"
26/06/2021 07.39.34,Height (mm)                   ,53,"409,00"
26/06/2021 07.37.26,Height (mm)                   ,44,"319,00"
26/06/2021 07.35.19,Height (mm)                   ,35,"470,00"
26/06/2021 07.33.25,Height (mm)                   ,26,"605,00"
26/06/2021 07.31.06,Height (mm)                   ,17,"564,00"
26/06/2021 07.29.44,Height (mm)                   ,8,"570,00"
26/06/2021 07.26.42,Height (mm)                   ,117,"535,00"
26/06/2021 07.24.41,Height (mm)                   ,108,"603,00"
26/06/2021 07.22.35,Height (mm)                   ,99,"579,00"
26/06/2021 07.20.28,Height (mm)                   ,90,"606,00"
26/06/2021 07.18.22,Height (mm)                   ,81,"423,00"
26/06/2021 07.16.27,Height (mm)                   ,72,"346,00"
26/06/2021 07.14.23,Height (mm)                   ,63,"606,00"
26/06/2021 07.12.15,Height (mm)                   ,54,"563,00"
26/06/2021 07.10.10,Height (mm)                   ,45,"461,00"
26/06/2021 07.08.04,Height (mm)                   ,36,"537,00"
26/06/2021 07.05.59,Height (mm)                   ,27,"606,00"
26/06/2021 07.04.14,Height (mm)                   ,18,"579,00"
26/06/2021 07.03.16,Height (mm)                   ,9,"458,00"
25/06/2021 17.03.00,Height (mm)                   ,109,"603,00"
25/06/2021 17.01.10,Height (mm)                   ,100,"563,00"
25/06/2021 16.59.05,Height (mm)                   ,91,"406,00"
25/06/2021 16.56.57,Height (mm)                   ,82,"376,00"
25/06/2021 16.54.52,Height (mm)                   ,73,"576,00"
25/06/2021 16.52.58,Height (mm)                   ,64,"447,00"
25/06/2021 16.50.54,Height (mm)                   ,55,"605,00"
25/06/2021 16.48.46,Height (mm)                   ,46,"519,00"
25/06/2021 16.46.42,Height (mm)                   ,37,"319,00"
25/06/2021 16.44.47,Height (mm)                   ,28,"606,00"
25/06/2021 16.42.54,Height (mm)                   ,19,"568,00"
25/06/2021 16.40.35,Height (mm)                   ,10,"605,00"
25/06/2021 16.39.06,Height (mm)                   ,1,"471,00"
25/06/2021 16.36.12,Height (mm)                   ,110,"332,00"
25/06/2021 16.34.10,Height (mm)                   ,101,"604,00"
25/06/2021 16.32.04,Height (mm)                   ,92,"503,00"
25/06/2021 16.29.57,Height (mm)                   ,83,"536,00"
25/06/2021 16.27.51,Height (mm)                   ,74,"484,00"
25/06/2021 16.25.45,Height (mm)                   ,65,"504,00"
25/06/2021 16.23.38,Height (mm)                   ,56,"400,00"
25/06/2021 16.21.33,Height (mm)                   ,47,"596,00"
25/06/2021 16.19.27,Height (mm)                   ,38,"391,00"
25/06/2021 16.17.21,Height (mm)                   ,29,"523,00"
25/06/2021 16.15.17,Height (mm)                   ,20,"323,00"
25/06/2021 16.12.58,Height (mm)                   ,11,"581,00"
25/06/2021 16.11.31,Height (mm)                   ,2,"452,00"
25/06/2021 16.08.34,Height (mm)                   ,111,"345,00"
25/06/2021 16.06.30,Height (mm)                   ,102,"525,00"
25/06/2021 16.04.24,Height (mm)                   ,93,"322,00"
25/06/2021 16.02.19,Height (mm)                   ,84,"463,00"
25/06/2021 16.00.25,Height (mm)                   ,75,"532,00"
25/06/2021 15.58.19,Height (mm)                   ,66,"606,00"
25/06/2021 15.56.14,Height (mm)                   ,57,"467,00"
25/06/2021 15.54.07,Height (mm)                   ,48,"604,00"
25/06/2021 15.52.01,Height (mm)                   ,39,"607,00"
25/06/2021 15.49.56,Height (mm)                   ,30,"561,00"
25/06/2021 15.48.03,Height (mm)                   ,21,"408,00"
25/06/2021 15.45.42,Height (mm)                   ,12,"594,00"
25/06/2021 15.44.15,Height (mm)                   ,3,"536,00"
25/06/2021 15.41.19,Height (mm)                   ,112,"400,00"
25/06/2021 15.39.17,Height (mm)                   ,103,"543,00"
25/06/2021 15.37.11,Height (mm)                   ,94,"438,00"
25/06/2021 15.35.04,Height (mm)                   ,85,"605,00"
25/06/2021 15.33.12,Height (mm)                   ,76,"498,00"
25/06/2021 15.31.18,Height (mm)                   ,67,"607,00"
25/06/2021 15.29.23,Height (mm)                   ,58,"465,00"
25/06/2021 15.27.17,Height (mm)                   ,49,"557,00"
25/06/2021 15.25.22,Height (mm)                   ,40,"559,00"
25/06/2021 15.23.16,Height (mm)                   ,31,"602,00"
25/06/2021 15.21.24,Height (mm)                   ,22,"537,00"
25/06/2021 15.19.04,Height (mm)                   ,13,"604,00"
25/06/2021 15.17.35,Height (mm)                   ,4,"353,00"
25/06/2021 15.14.42,Height (mm)                   ,113,"396,00"
25/06/2021 15.12.38,Height (mm)                   ,104,"531,00"
25/06/2021 15.10.31,Height (mm)                   ,95,"606,00"
25/06/2021 15.08.26,Height (mm)                   ,86,"322,00"
25/06/2021 15.06.20,Height (mm)                   ,77,"604,00"
25/06/2021 15.04.16,Height (mm)                   ,68,"458,00"
25/06/2021 15.02.10,Height (mm)                   ,59,"434,00"
25/06/2021 15.00.05,Height (mm)                   ,50,"585,00"
25/06/2021 14.57.59,Height (mm)                   ,41,"575,00"
25/06/2021 14.56.05,Height (mm)                   ,32,"606,00"
25/06/2021 14.54.12,Height (mm)                   ,23,"327,00"
25/06/2021 14.51.51,Height (mm)                   ,14,"603,00"
25/06/2021 14.50.24,Height (mm)                   ,5,"588,00"
25/06/2021 14.47.29,Height (mm)                   ,114,"389,00"
25/06/2021 14.45.26,Height (mm)                   ,105,"592,00"
25/06/2021 14.43.20,Height (mm)                   ,96,"436,00"
25/06/2021 14.41.13,Height (mm)                   ,87,"604,00"
25/06/2021 14.39.08,Height (mm)                   ,78,"607,00"
25/06/2021 14.37.02,Height (mm)                   ,69,"512,00"
25/06/2021 14.34.56,Height (mm)                   ,60,"549,00"
25/06/2021 14.32.50,Height (mm)                   ,51,"606,00"
25/06/2021 14.30.58,Height (mm)                   ,42,"570,00"
25/06/2021 14.28.52,Height (mm)                   ,33,"484,00"
25/06/2021 14.26.58,Height (mm)                   ,24,"452,00"
25/06/2021 14.24.39,Height (mm)                   ,15,"339,00"
25/06/2021 14.23.11,Height (mm)                   ,6,"381,00"
25/06/2021 14.20.16,Height (mm)                   ,115,"398,00"
25/06/2021 14.18.12,Height (mm)                   ,106,"521,00"
25/06/2021 14.16.08,Height (mm)                   ,97,"581,00"
25/06/2021 14.14.13,Height (mm)                   ,88,"573,00"
25/06/2021 14.12.08,Height (mm)                   ,79,"369,00"
25/06/2021 14.10.03,Height (mm)                   ,70,"441,00"
25/06/2021 14.07.56,Height (mm)                   ,61,"606,00"
25/06/2021 14.06.02,Height (mm)                   ,52,"426,00"
25/06/2021 14.03.56,Height (mm)                   ,43,"604,00"
25/06/2021 14.01.50,Height (mm)                   ,34,"538,00"
25/06/2021 13.59.56,Height (mm)                   ,25,"607,00"
25/06/2021 13.57.36,Height (mm)                   ,16,"414,00"
25/06/2021 13.56.08,Height (mm)                   ,7,"606,00"
25/06/2021 13.53.14,Height (mm)                   ,116,"596,00"
25/06/2021 13.51.11,Height (mm)                   ,107,"605,00"
25/06/2021 13.49.06,Height (mm)                   ,98,"600,00"
25/06/2021 13.47.11,Height (mm)                   ,89,"381,00"
25/06/2021 13.45.05,Height (mm)                   ,80,"512,00"
25/06/2021 13.43.13,Height (mm)                   ,71,"517,00"
25/06/2021 13.41.08,Height (mm)                   ,62,"549,00"
25/06/2021 13.39.01,Height (mm)                   ,53,"402,00"
25/06/2021 13.36.55,Height (mm)                   ,44,"327,00"
25/06/2021 13.34.51,Height (mm)                   ,35,"460,00"
25/06/2021 13.32.44,Height (mm)                   ,26,"556,00"
25/06/2021 13.30.24,Height (mm)                   ,17,"517,00"
25/06/2021 13.28.58,Height (mm)                   ,8,"604,00"
25/06/2021 13.26.01,Height (mm)                   ,117,"509,00"
25/06/2021 13.23.57,Height (mm)                   ,108,"568,00"
25/06/2021 13.21.53,Height (mm)                   ,99,"588,00"
25/06/2021 13.19.58,Height (mm)                   ,90,"588,00"
25/06/2021 13.18.04,Height (mm)                   ,81,"413,00"
25/06/2021 13.16.10,Height (mm)                   ,72,"321,00"
25/06/2021 13.14.05,Height (mm)                   ,63,"606,00"
25/06/2021 13.12.09,Height (mm)                   ,54,"604,00"
25/06/2021 13.10.04,Height (mm)                   ,45,"444,00"
25/06/2021 13.07.59,Height (mm)                   ,36,"501,00"
25/06/2021 13.06.05,Height (mm)                   ,27,"544,00"
25/06/2021 13.04.03,Height (mm)                   ,18,"533,00"
25/06/2021 13.03.13,Height (mm)                   ,9,"443,00"
25/06/2021 12.06.08,Height (mm)                   ,109,"602,00"
25/06/2021 12.04.05,Height (mm)                   ,100,"543,00"
25/06/2021 12.01.58,Height (mm)                   ,91,"418,00"
25/06/2021 11.59.53,Height (mm)                   ,82,"372,00"
25/06/2021 11.57.46,Height (mm)                   ,73,"563,00"
25/06/2021 11.55.41,Height (mm)                   ,64,"467,00"
25/06/2021 11.53.35,Height (mm)                   ,55,"605,00"
25/06/2021 11.51.41,Height (mm)                   ,46,"517,00"
25/06/2021 11.49.49,Height (mm)                   ,37,"311,00"
25/06/2021 11.47.43,Height (mm)                   ,28,"606,00"
25/06/2021 11.45.49,Height (mm)                   ,19,"553,00"
25/06/2021 11.43.30,Height (mm)                   ,10,"604,00"
25/06/2021 11.42.06,Height (mm)                   ,1,"477,00"
25/06/2021 11.39.09,Height (mm)                   ,110,"327,00"
25/06/2021 11.37.06,Height (mm)                   ,101,"603,00"
25/06/2021 11.34.58,Height (mm)                   ,92,"483,00"
25/06/2021 11.32.52,Height (mm)                   ,83,"533,00"
25/06/2021 11.30.59,Height (mm)                   ,74,"483,00"
25/06/2021 11.28.54,Height (mm)                   ,65,"481,00"
25/06/2021 11.27.03,Height (mm)                   ,56,"402,00"
25/06/2021 11.24.58,Height (mm)                   ,47,"574,00"
25/06/2021 11.22.49,Height (mm)                   ,38,"381,00"
25/06/2021 11.20.57,Height (mm)                   ,29,"508,00"
25/06/2021 11.19.03,Height (mm)                   ,20,"320,00"
25/06/2021 11.16.44,Height (mm)                   ,11,"578,00"
25/06/2021 11.15.20,Height (mm)                   ,2,"432,00"
25/06/2021 11.12.21,Height (mm)                   ,111,"338,00"
25/06/2021 11.10.31,Height (mm)                   ,102,"512,00"
25/06/2021 11.08.24,Height (mm)                   ,93,"317,00"
25/06/2021 11.06.31,Height (mm)                   ,84,"460,00"
25/06/2021 11.04.35,Height (mm)                   ,75,"529,00"
25/06/2021 11.02.42,Height (mm)                   ,66,"606,00"
25/06/2021 11.00.35,Height (mm)                   ,57,"462,00"
25/06/2021 10.58.29,Height (mm)                   ,48,"607,00"
25/06/2021 10.56.26,Height (mm)                   ,39,"591,00"
25/06/2021 10.54.19,Height (mm)                   ,30,"529,00"
25/06/2021 10.52.25,Height (mm)                   ,21,"402,00"
25/06/2021 10.50.07,Height (mm)                   ,12,"573,00"
