Unit.ID	Timestamp	Date	Time	S_Height_cm	S_Height_pixel	S_Area_cmsquared	S_Area_pixel	S_Perimeter_cm	S_Perimeter_pixel	S_Convex_hull_area_cmsquared	S_Solidity	S_Compactness	S_Width_cm	S_Width_pixel	S_Leaf_area_cmsquared	Genotype	Soil	Replication	Row	Column	Platform
64	2020-03-02 00:56:15	2020-03-02	00:56:15	5.61752136752137	1314.5	1.89848295326983	108821	23.9109234948716	5724.65548008344	NA	NA	0.201828420371467	4.80492164218	1177	NA	EPPN4_H	S2	4	4	10	SPPU
65	2020-03-02 00:59:03	2020-03-02	00:59:03	5.37393162393162	1257.5	2.06650465241744	118452	39.1369279245957	9370.0031688538	NA	NA	0.181481862090227	5.46626174926	1339	NA	EPPN1_H	S2	4	4	11	SPPU
66	2020-03-02 01:01:55	2020-03-02	01:01:55	2.53205128205128	592.5	0.302599560971368	17345	12.0735854763275	2890.60843995165	NA	NA	0.33172047123623	3.54347662312	868	NA	EPPN4_L	S2	4	4	12	SPPU
67	2020-03-02 01:04:46	2020-03-02	01:04:46	4.38461538461539	1026	1.65464126611521	94844	28.035725785785	6712.19876940905	NA	NA	0.228214759222409	4.97638018846	1219	NA	EPPN1_L	S2	4	4	13	SPPU
68	2020-03-02 01:07:36	2020-03-02	01:07:36	5.39102564102564	1261.5	1.23745687283137	70931	27.6129752512873	6610.98556597342	NA	NA	0.284638868171016	4.13949918876	1014	NA	EPPN3_L	S2	4	4	14	SPPU
69	2020-03-02 01:10:21	2020-03-02	01:10:21	5.54487179487179	1297.5	1.49061468368496	85442	30.3223269730921	7259.64747085675	NA	NA	0.176675817467423	4.88248622264	1196	NA	EPPN_T	S2	4	4	15	SPPU
70	2020-03-02 01:13:10	2020-03-02	01:13:10	4.90384615384615	1147.5	1.23044361117034	70529	32.7130274039366	7832.01918730708	NA	NA	0.253077788183175	5.58873213946	1369	NA	EPPN3_H	S2	4	4	16	SPPU
71	2020-03-02 01:15:47	2020-03-02	01:15:47	2.91452991452991	682	0.642393833040513	36822	20.4945929533193	4906.73159852913	NA	NA	0.31871651996016	4.490580974	1100	NA	EPPN2_L	S2	4	4	17	SPPU
72	2020-03-02 01:18:37	2020-03-02	01:18:37	4.19444444444444	981.5	1.49942487557256	85947	33.6697045257579	8061.06290990855	NA	NA	0.126296709904647	6.39295436844	1566	NA	EPPN2_H	S2	4	4	18	SPPU
73	2020-03-02 01:21:25	2020-03-02	01:21:25	4.04273504273504	946	0.737596243200256	42279	20.5358818118331	4916.6168081158	NA	NA	0.172293786600051	3.37610042318	827	NA	EPPN_T	S1	5	5	1	SPPU
